"Id","FeedItemId","FieldName","DataType","OldValueString","NewValueString","OldValueFirstName","NewValueFirstName","OldValueLastName","NewValueLastName","OldValueNumber","NewValueNumber","OldValueDate","NewValueDate"
"0D68a0000J3Fwp4CQC","0D58a0000A1BHgdCQG","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000J3FzGGCQ0","0D58a0000A1BIglCQG","Amount","Currency","MXN","MXN","","","","","48508.8","0","",""
"0D68a0000J3FzGHCQ0","0D58a0000A1BIglCQG","Amount","Currency","MXN","MXN","","","","","0","47836.8","",""
"0D68a0000J3Fzf0CQC","0D58a0000A1BIrQCQW","Amount","Currency","MXN","MXN","","","","","47500","48508.8","",""
"0D68a0000J3GBmICQW","0D58a0000A1BNRdCQO","CloseDate","DateOnly","","","","","","","","","2023-07-21 00:00:00","2023-07-28 00:00:00"
"0D68a0000J3GBmJCQW","0D58a0000A1BNReCQO","CloseDate","DateOnly","","","","","","","","","2023-07-20 00:00:00","2023-07-28 00:00:00"
"0D68a0000J3GC0YCQW","0D58a0000A1BPB7CQO","CountryCode","DynamicEnum","MX","CO","","","","","","","",""
"0D68a0000J3GHbQCQW","0D58a0000A1BPjlCQG","Owner","Text","","","Diego Velasco","Andres","Head of IT","Gutierrez","","","",""
"0D68a0000J3GHbRCQW","0D58a0000A1BPjlCQG","Owner","EntityId","0058a00000LLRsc","0058a00000MNWte","","","","","","","",""
"0D68a0000J3GIFeCQO","0D58a0000A1BQ4CCQW","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000J3GIczCQG","0D58a0000A1BQG7CQO","Amount","Currency","","COP","","","","","","50000000","",""
"0D68a0000J3GJ74CQG","0D58a0000A1BQiaCQG","CloseDate","DateOnly","","","","","","","","","2023-07-17 00:00:00","2023-08-31 00:00:00"
"0D68a0000J3GJ75CQG","0D58a0000A1BQibCQG","CloseDate","DateOnly","","","","","","","","","2023-07-14 00:00:00","2023-08-31 00:00:00"
"0D68a0000J3GJUTCQ4","0D58a0000A1BQg0CQG","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-31 00:00:00"
"0D68a0000J4GMjZCQW","0D58a0000A1kStvCQE","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000J65wiJCQQ","0D58a0000A2ccADCQY","StageName","DynamicEnum","Negociación","Closed Won","","","","","","","",""
"0D68a0000J65wiKCQQ","0D58a0000A2ccADCQY","CloseDate","DateOnly","","","","","","","","","2023-07-31 00:00:00","2023-07-27 00:00:00"
"0D68a0000J666QRCQY","0D58a0000A2cgAQCQY","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000J667dQCQQ","0D58a0000A2cgimCQA","StageName","DynamicEnum","Presentación Propuesta","Closed Lost","","","","","","","",""
"0D68a0000J6680wCQA","0D58a0000A2cgt7CQA","StageName","DynamicEnum","Presentación Propuesta","Closed Lost","","","","","","","",""
"0D68a0000J668T2CQI","0D58a0000A2ch5rCQA","Amount","Currency","USD","USD","","","","","3063","100","",""
"0D68a0000J668gBCQQ","0D58a0000A2chBGCQY","StageName","DynamicEnum","Negociación","Closed Lost","","","","","","","",""
"0D68a0000J668rMCQQ","0D58a0000A2cgrQCQQ","Amount","Currency","USD","USD","","","","","5000","100","",""
"0D68a0000J66987CQA","0D58a0000A2chOjCQI","Amount","Currency","USD","USD","","","","","3000","100","",""
"0D68a0000J66kThCQI","0D58a0000A2cwBBCQY","Amount","Currency","USD","USD","","","","","4250","100","",""
"0D68a0000J66keUCQQ","0D58a0000A2cwIECQY","StageName","DynamicEnum","Negociación","Closed Lost","","","","","","","",""
"0D68a0000J7BOnpCQG","0D58a0000A2eXHtCQM","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000J7BPgUCQW","0D58a0000A2eXdwCQE","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000J7BPvDCQW","0D58a0000A2eXkCCQU","Amount","Currency","COP","COP","","","","","23030000","0","",""
"0D68a0000J7BQhuCQG","0D58a0000A2eY5TCQU","Amount","Currency","COP","COP","","","","","13800000","0","",""
"0D68a0000J7BRsACQW","0D58a0000A2eXtFCQU","Amount","Currency","COP","COP","","","","","11515000","0","",""
"0D68a0000J7BSmCCQW","0D58a0000A2eYutCQE","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000J7BSmDCQW","0D58a0000A2eYuuCQE","Amount","Currency","COP","COP","","","","","5750000","0","",""
"0D68a0000J7BSmECQW","0D58a0000A2eYuvCQE","CloseDate","DateOnly","","","","","","","","","2023-07-28 00:00:00","2023-08-15 00:00:00"
"0D68a0000J7BTO7CQO","0D58a0000A2eZ9VCQU","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000J7BWwZCQW","0D58a0000A2eaXYCQY","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000J7BWwaCQG","0D58a0000A2eaXZCQY","Amount","Currency","COP","COP","","","","","23030000","13800000","",""
"0D68a0000J7BXFPCQ4","0D58a0000A2eaJkCQI","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000J7BXORCQ4","0D58a0000A2eaiqCQA","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000J7BaoOCQS","0D58a0000A2eaisCQA","CloseDate","DateOnly","","","","","","","","","2023-07-28 00:00:00","2023-08-16 00:00:00"
"0D68a0000J7BaoPCQS","0D58a0000A2eaitCQA","CloseDate","DateOnly","","","","","","","","","2023-07-28 00:00:00","2023-08-21 00:00:00"
"0D68a0000J7BaoQCQS","0D58a0000A2ebyPCQQ","CloseDate","DateOnly","","","","","","","","","2023-08-22 00:00:00","2023-08-15 00:00:00"
"0D68a0000J7BbgDCQS","0D58a0000A2ecGtCQI","CloseDate","DateOnly","","","","","","","","","2023-08-10 00:00:00","2023-08-25 00:00:00"
"0D68a0000J7BbgECQS","0D58a0000A2ecGuCQI","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000J7CJalCQG","0D58a0000A2evSMCQY","Amount","Currency","COP","COP","","","","","23000000","0","",""
"0D68a0000J7CJamCQG","0D58a0000A2evSMCQY","Amount","Currency","COP","COP","","","","","0","25000000","",""
"0D68a0000J7CK3PCQW","0D58a0000A2euTdCQI","StageName","DynamicEnum","Negociación","Closed Lost","","","","","","","",""
"0D68a0000J7CK3QCQW","0D58a0000A2euTfCQI","Amount","Currency","COP","COP","","","","","175000000","100000000","",""
"0D68a0000J7CLMdCQO","0D58a0000A2evjwCQA","Amount","Currency","COP","COP","","","","","23030000","11500000","",""
"0D68a0000J7CMsJCQW","0D58a0000A2evfCCQQ","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000J7CN5TCQW","0D58a0000A2evk0CQA","Amount","Currency","COP","COP","","","","","23030000","23000000","",""
"0D68a0000J7CN6DCQW","0D58a0000A2euwCCQQ","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000J7CNUJCQ4","0D58a0000A2ew8FCQQ","Amount","Currency","COP","COP","","","","","23030000","23000000","",""
"0D68a0000J7CO9tCQG","0D58a0000A2ewLzCQI","StageName","DynamicEnum","Negociación","Closed Lost","","","","","","","",""
"0D68a0000J7COkUCQW","0D58a0000A2ewVQCQY","StageName","DynamicEnum","Negociación","Closed Lost","","","","","","","",""
"0D68a0000J7COkWCQW","0D58a0000A2ewVSCQY","Amount","Currency","COP","COP","","","","","34545000","37500000","",""
"0D68a0000J7CP0vCQG","0D58a0000A2ewbICQQ","StageName","DynamicEnum","Negociación","Closed Lost","","","","","","","",""
"0D68a0000J9UUoTCQW","0D58a0000A3jOpeCQE","CloseDate","DateOnly","","","","","","","","","2023-07-31 00:00:00","2023-08-31 00:00:00"
"0D68a0000J9UYtfCQG","0D58a0000A3jQTVCQ2","StageName","DynamicEnum","Negociación","Closed Won","","","","","","","",""
"0D68a0000J9UpMyCQK","0D58a0000A3jXY6CQM","CloseDate","DateOnly","","","","","","","","","2023-07-15 00:00:00","2023-09-15 00:00:00"
"0D68a0000J9UpfHCQS","0D58a0000A3jXJcCQM","CloseDate","DateOnly","","","","","","","","","2023-07-31 00:00:00","2023-08-31 00:00:00"
"0D68a0000J9UqPZCQ0","0D58a0000A3jXawCQE","CloseDate","DateOnly","","","","","","","","","2023-07-31 00:00:00","2023-08-31 00:00:00"
"0D68a0000J9UqbDCQS","0D58a0000A3jXfoCQE","CloseDate","DateOnly","","","","","","","","","2023-07-31 00:00:00","2023-08-31 00:00:00"
"0D68a0000J9UrxICQS","0D58a0000A3jYCQCQ2","StageName","DynamicEnum","Presentación Propuesta","Diseño Propuesta","","","","","","","",""
"0D68a0000J9UrxJCQS","0D58a0000A3jYCQCQ2","Amount","Currency","USD","USD","","","","","4250","3000","",""
"0D68a0000J9Ut0UCQS","0D58a0000A3jYdzCQE","StageName","DynamicEnum","Diseño Propuesta","Interes","","","","","","","",""
"0D68a0000J9UuvpCQC","0D58a0000A3jZQ3CQM","StageName","DynamicEnum","Presentación Propuesta","Diseño Propuesta","","","","","","","",""
"0D68a0000J9Uv95CQC","0D58a0000A3jZNVCQ2","StageName","DynamicEnum","Diseño Propuesta","Interes","","","","","","","",""
"0D68a0000J9UvZhCQK","0D58a0000A3jZhACQU","StageName","DynamicEnum","Presentación Propuesta","Interes","","","","","","","",""
"0D68a0000J9UvZiCQK","0D58a0000A3jZhACQU","Amount","Currency","USD","","","","","","4000","","",""
"0D68a0000J9V9iHCQS","0D58a0000A3jf8JCQQ","Amount","Currency","COP","COP","","","","","23030000","23000000","",""
"0D68a0000J9V9uECQS","0D58a0000A3jfIUCQY","StageName","DynamicEnum","Presentación Propuesta","Closed Lost","","","","","","","",""
"0D68a0000J9VI1UCQW","0D58a0000A3jiEjCQI","Amount","Currency","PEN","PEN","","","","","27600","27675.675","",""
"0D68a0000J9VN29CQG","0D58a0000A3jki4CQA","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000J9VNUkCQO","0D58a0000A3jki6CQA","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-25 00:00:00"
"0D68a0000J9VNUlCQO","0D58a0000A3jki7CQA","CloseDate","DateOnly","","","","","","","","","2023-07-31 00:00:00","2023-08-25 00:00:00"
"0D68a0000J9VNUmCQO","0D58a0000A3jki8CQA","CloseDate","DateOnly","","","","","","","","","2023-07-31 00:00:00","2023-08-25 00:00:00"
"0D68a0000J9VNUnCQO","0D58a0000A3jkujCQA","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-25 00:00:00"
"0D68a0000J9VNUoCQO","0D58a0000A3jkukCQA","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-25 00:00:00"
"0D68a0000J9VNUpCQO","0D58a0000A3jkulCQA","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-25 00:00:00"
"0D68a0000J9VOe4CQG","0D58a0000A3jmQ8CQI","StageName","DynamicEnum","Diseño Propuesta","Interes","","","","","","","",""
"0D68a0000J9VPZ9CQO","0D58a0000A3jllKCQQ","CloseDate","DateOnly","","","","","","","","","2023-08-31 00:00:00","2023-09-30 00:00:00"
"0D68a0000J9VPmDCQW","0D58a0000A3jlr9CQA","CloseDate","DateOnly","","","","","","","","","2023-07-31 00:00:00","2023-08-31 00:00:00"
"0D68a0000J9VPmECQW","0D58a0000A3jlrACQQ","CloseDate","DateOnly","","","","","","","","","2023-09-30 00:00:00","2023-10-31 00:00:00"
"0D68a0000JAaZe8CQF","0D58a0000A3jmQ8CQI","Amount","Currency","USD","","","","","","3600","","",""
"0D68a0000JDccqlCQB","0D58a0000A5UnlyCQC","CloseDate","DateOnly","","","","","","","","","2023-07-24 00:00:00","2023-08-04 00:00:00"
"0D68a0000JDd5Z7CQJ","0D58a0000A5V02hCQC","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JGW5h0CQD","0D58a0000A67RFDCQ2","StageName","DynamicEnum","Negociación","Presentación Propuesta","","","","","","","",""
"0D68a0000JGW5h1CQD","0D58a0000A67RFECQ2","StageName","DynamicEnum","Negociación","Diseño Propuesta","","","","","","","",""
"0D68a0000JGW5h2CQD","0D58a0000A67RFFCQ2","StageName","DynamicEnum","Negociación","Presentación Propuesta","","","","","","","",""
"0D68a0000JGW6IECQ1","0D58a0000A67RUGCQ2","CloseDate","DateOnly","","","","","","","","","2023-08-15 00:00:00","2023-09-15 00:00:00"
"0D68a0000JJCnT8CQL","0D58a0000A6wPOgCQM","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000JJCnT9CQL","0D58a0000A6wPOgCQM","CloseDate","DateOnly","","","","","","","","","2023-08-16 00:00:00","2023-08-09 00:00:00"
"0D68a0000JJCwJpCQL","0D58a0000A6wSTRCQ2","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000JJCwJqCQL","0D58a0000A6wSTRCQ2","CloseDate","DateOnly","","","","","","","","","2023-08-31 00:00:00","2023-08-09 00:00:00"
"0D68a0000JKoXHbCQN","0D58a0000A7jhDSCQY","StageName","DynamicEnum","Negociación","Closed Lost","","","","","","","",""
"0D68a0000JKoZpUCQV","0D58a0000A7jiauCQA","Amount","Currency","COP","COP","","","","","180000000","100000000","",""
"0D68a0000JKoZpVCQV","0D58a0000A7jiauCQA","Amount","Currency","COP","COP","","","","","100000000","146000000","",""
"0D68a0000JKoZpWCQV","0D58a0000A7jiavCQA","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000JKoZpXCQV","0D58a0000A7jiavCQA","CloseDate","DateOnly","","","","","","","","","2023-08-15 00:00:00","2023-08-11 00:00:00"
"0D68a0000JKoapCCQR","0D58a0000A7jj1VCQQ","Amount","Currency","COP","COP","","","","","13800000","0","",""
"0D68a0000JKobelCQB","0D58a0000A7jjMMCQY","CloseDate","DateOnly","","","","","","","","","2023-08-15 00:00:00","2023-08-18 00:00:00"
"0D68a0000JKobemCQB","0D58a0000A7jjMNCQY","CloseDate","DateOnly","","","","","","","","","2023-08-15 00:00:00","2023-08-22 00:00:00"
"0D68a0000JKobenCQB","0D58a0000A7jjMOCQY","CloseDate","DateOnly","","","","","","","","","2023-08-15 00:00:00","2023-08-18 00:00:00"
"0D68a0000JKocN8CQJ","0D58a0000A7jjgECQQ","CloseDate","DateOnly","","","","","","","","","2023-08-15 00:00:00","2023-08-18 00:00:00"
"0D68a0000JKomjZCQR","0D58a0000A7jn6KCQQ","CloseDate","DateOnly","","","","","","","","","2023-08-15 00:00:00","2023-09-15 00:00:00"
"0D68a0000JKopToCQJ","0D58a0000A7jpSmCQI","CloseDate","DateOnly","","","","","","","","","2023-08-22 00:00:00","2023-10-11 00:00:00"
"0D68a0000JKoqitCQB","0D58a0000A7jpz4CQA","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000JKot8cCQB","0D58a0000A7jqtxCQA","CloseDate","DateOnly","","","","","","","","","2023-07-31 00:00:00","2023-08-31 00:00:00"
"0D68a0000JMvZ9FCQV","0D58a0000A8kXn6CQE","Amount","Currency","USD","USD","","","","","2295","2040","",""
"0D68a0000JMvZTBCQ3","0D58a0000A8kXUNCQ2","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000JMvZfmCQF","0D58a0000A8kY1DCQU","Amount","Currency","USD","USD","","","","","2040","0","",""
"0D68a0000JMvZfnCQF","0D58a0000A8kY1DCQU","Amount","Currency","USD","USD","","","","","0","2295","",""
"0D68a0000JMvpPrCQJ","0D58a0000A8keH4CQI","Amount","Currency","MXN","MXN","","","","","153300","154000","",""
"0D68a0000JMvpPsCQJ","0D58a0000A8keH5CQI","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000JMvpSNCQZ","0D58a0000A8keI5CQI","Amount","Currency","MXN","MXN","","","","","191200","190350.6","",""
"0D68a0000JMvpX2CQJ","0D58a0000A8keJmCQI","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000JMvqgDCQR","0D58a0000A8kdbyCQA","Amount","Currency","MXN","MXN","","","","","38400","38402.8","",""
"0D68a0000JMvqiACQR","0D58a0000A8kemFCQQ","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000JMvqiCCQR","0D58a0000A8kemHCQQ","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000JMvrTjCQJ","0D58a0000A8kf6fCQA","Amount","Currency","MXN","MXN","","","","","19200","19201.4","",""
"0D68a0000JMvuGhCQJ","0D58a0000A8keoECQQ","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-09-07 00:00:00"
"0D68a0000JMvuKtCQJ","0D58a0000A8kgPECQY","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-24 00:00:00"
"0D68a0000JMvuUCCQZ","0D58a0000A8kgSNCQY","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-24 00:00:00"
"0D68a0000JMvuUnCQJ","0D58a0000A8kgSdCQI","CloseDate","DateOnly","","","","","","","","","2023-08-17 00:00:00","2023-08-24 00:00:00"
"0D68a0000JMvvThCQJ","0D58a0000A8kgtUCQQ","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-31 00:00:00"
"0D68a0000JMvwERCQZ","0D58a0000A8khBzCQI","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JMvwESCQZ","0D58a0000A8khC0CQI","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-24 00:00:00"
"0D68a0000JMvwFOCQZ","0D58a0000A8khCWCQY","Amount","Currency","MXN","MXN","","","","","450000","200000","",""
"0D68a0000JMvwFPCQZ","0D58a0000A8khCWCQY","Amount","Currency","MXN","MXN","","","","","200000","400000","",""
"0D68a0000JMvwFQCQZ","0D58a0000A8khCWCQY","Amount","Currency","MXN","MXN","","","","","400000","450000","",""
"0D68a0000JMvwGECQZ","0D58a0000A8keoFCQQ","StageName","DynamicEnum","Interes","Diseño Propuesta","","","","","","","",""
"0D68a0000JMvwGFCQZ","0D58a0000A8khDACQY","StageName","DynamicEnum","Diseño Propuesta","Presentación Propuesta","","","","","","","",""
"0D68a0000JMvwHkCQJ","0D58a0000A8khDoCQI","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMvwK1CQJ","0D58a0000A8khErCQI","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMvwdMCQR","0D58a0000A8khM8CQI","Amount","Currency","MXN","MXN","","","","","275000","200000","",""
"0D68a0000JMvwdNCQR","0D58a0000A8khM8CQI","Amount","Currency","MXN","MXN","","","","","200000","275000","",""
"0D68a0000JMvwroCQB","0D58a0000A8khSPCQY","Amount","Currency","MXN","MXN","","","","","575000","200000","",""
"0D68a0000JMvwrpCQB","0D58a0000A8khSPCQY","Amount","Currency","MXN","MXN","","","","","200000","400000","",""
"0D68a0000JMvwrqCQB","0D58a0000A8khSPCQY","Amount","Currency","MXN","MXN","","","","","400000","575000","",""
"0D68a0000JMvxJYCQZ","0D58a0000A8khchCQA","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JMvxJbCQJ","0D58a0000A8khckCQA","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-09-21 00:00:00"
"0D68a0000JMvxd3CQB","0D58a0000A8khkhCQA","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMvxdwCQB","0D58a0000A8khlACQQ","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-24 00:00:00"
"0D68a0000JMvxfDCQR","0D58a0000A8khldCQA","StageName","DynamicEnum","Firmas","Closed Won","","","","","","","",""
"0D68a0000JMvxfECQR","0D58a0000A8khldCQA","CloseDate","DateOnly","","","","","","","","","2023-08-31 00:00:00","2023-08-14 00:00:00"
"0D68a0000JMvxqICQR","0D58a0000A8khpfCQA","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-24 00:00:00"
"0D68a0000JMvy5nCQB","0D58a0000A8khwRCQQ","CloseDate","DateOnly","","","","","","","","","2023-07-27 00:00:00","2023-08-24 00:00:00"
"0D68a0000JMvy5pCQB","0D58a0000A8khwTCQQ","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMvyWDCQZ","0D58a0000A8ki7fCQA","Amount","Currency","MXN","MXN","","","","","44250","45000","",""
"0D68a0000JMvyWECQZ","0D58a0000A8ki7gCQA","StageName","DynamicEnum","Diseño Propuesta","Presentación Propuesta","","","","","","","",""
"0D68a0000JMvyWGCQZ","0D58a0000A8ki7iCQA","CloseDate","DateOnly","","","","","","","","","2023-08-01 00:00:00","2023-08-31 00:00:00"
"0D68a0000JMvyeYCQR","0D58a0000A8khlgCQA","StageName","DynamicEnum","Interes","Diseño Propuesta","","","","","","","",""
"0D68a0000JMvyeZCQR","0D58a0000A8khlhCQA","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMvzHACQZ","0D58a0000A8kiRICQY","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMvzHBCQZ","0D58a0000A8kiRJCQY","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMvzVqCQJ","0D58a0000A8kiVkCQI","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMvzgMCQR","0D58a0000A8kiZGCQY","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JMvzjWCQR","0D58a0000A8kiaDCQQ","Amount","Currency","MXN","MXN","","","","","34666.67","35000","",""
"0D68a0000JMvzkBCQR","0D58a0000A8kiamCQA","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JMvzkCCQR","0D58a0000A8kianCQA","CloseDate","DateOnly","","","","","","","","","2023-08-15 00:00:00","2023-09-07 00:00:00"
"0D68a0000JMvzkDCQR","0D58a0000A8kiaoCQA","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMw03DCQR","0D58a0000A8kii5CQA","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JMw1FJCQZ","0D58a0000A8kifMCQQ","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMw1OfCQJ","0D58a0000A8kjFxCQI","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JMw1OkCQJ","0D58a0000A8kjG2CQI","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMw3I6CQJ","0D58a0000A8kk1BCQQ","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMw4D6CQJ","0D58a0000A8kkO5CQI","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JMw4D7CQJ","0D58a0000A8kkO6CQI","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMw4D8CQJ","0D58a0000A8kkO7CQI","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMw4H8CQJ","0D58a0000A8kkPkCQI","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMw4H9CQJ","0D58a0000A8kkPlCQI","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMw4L5CQJ","0D58a0000A8kkRNCQY","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JMw4fpCQB","0D58a0000A8kkZNCQY","CloseDate","DateOnly","","","","","","","","","2023-08-14 00:00:00","2023-08-15 00:00:00"
"0D68a0000JMw4kRCQR","0D58a0000A8kkbjCQA","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMw4lzCQB","0D58a0000A8kkcUCQQ","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMw53FCQR","0D58a0000A8kkkDCQQ","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JMw53GCQR","0D58a0000A8kkkECQQ","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMw53HCQR","0D58a0000A8kkkFCQQ","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JMw53UCQR","0D58a0000A8kkkSCQQ","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMw5R4CQJ","0D58a0000A8kkueCQA","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMw7FLCQZ","0D58a0000A8kldmCQA","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMw7IkCQJ","0D58a0000A8klg4CQA","CloseDate","DateOnly","","","","","","","","","2023-08-01 00:00:00","2023-08-31 00:00:00"
"0D68a0000JMw7IlCQJ","0D58a0000A8klg5CQA","StageName","DynamicEnum","Presentación Propuesta","Negociación","","","","","","","",""
"0D68a0000JMw7jiCQB","0D58a0000A8kkbkCQA","Amount","Currency","MXN","MXN","","","","","275000","200000","",""
"0D68a0000JMw7jjCQB","0D58a0000A8kkbkCQA","Amount","Currency","MXN","MXN","","","","","200000","275000","",""
"0D68a0000JMw7lCCQR","0D58a0000A8klrmCQA","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMw8HBCQZ","0D58a0000A8kldnCQA","Amount","Currency","MXN","MXN","","","","","364500","200000","",""
"0D68a0000JMw8HCCQZ","0D58a0000A8kldnCQA","Amount","Currency","MXN","MXN","","","","","200000","365000","",""
"0D68a0000JMw8JKCQZ","0D58a0000A8km7LCQQ","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMw8mlCQB","0D58a0000A8kmL9CQI","Amount","Currency","MXN","MXN","","","","","364500","200000","",""
"0D68a0000JMw8mmCQB","0D58a0000A8kmL9CQI","Amount","Currency","MXN","MXN","","","","","200000","365000","",""
"0D68a0000JMw9M2CQJ","0D58a0000A8kmaECQQ","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMw9M4CQJ","0D58a0000A8kmaGCQQ","Amount","Currency","MXN","MXN","","","","","1500000","1000000","",""
"0D68a0000JMw9M5CQJ","0D58a0000A8kmaGCQQ","CloseDate","DateOnly","","","","","","","","","2023-07-28 00:00:00","2023-08-31 00:00:00"
"0D68a0000JMw9ToCQJ","0D58a0000A8kmdHCQQ","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMw9k1CQB","0D58a0000A8kml1CQA","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
"0D68a0000JMw9k3CQB","0D58a0000A8kml3CQA","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMwAPGCQ3","0D58a0000A8kn1UCQQ","StageName","DynamicEnum","Negociación","Firmas","","","","","","","",""
"0D68a0000JMwAYUCQ3","0D58a0000A8kn5PCQQ","Amount","Currency","MXN","MXN","","","","","364500","200000","",""
"0D68a0000JMwAYVCQ3","0D58a0000A8kn5PCQQ","Amount","Currency","MXN","MXN","","","","","200000","365000","",""
"0D68a0000JMwAjpCQF","0D58a0000A8kmjnCQA","Amount","Currency","MXN","MXN","","","","","275000","200000","",""
"0D68a0000JMwBBhCQN","0D58a0000A8knLsCQI","StageName","DynamicEnum","Firmas","Closed Lost","","","","","","","",""
